tstamp,buffers,pct_buffer,added,removed,recycled,write,sync,total,synced,longest,average
2014-07-14T13:05:46.603Z,48538,3.1,0,0,22,256.074,0.981,257.113,323,0.063,0.003
2014-07-14T13:11:00.215Z,47831,3.0,0,0,24,269.418,1.120,270.572,316,0.079,0.003
2014-07-14T13:16:00.121Z,63504,4.0,0,0,22,269.286,1.083,270.878,354,0.033,0.003
2014-07-14T13:21:00.381Z,61989,3.9,0,0,38,269.891,1.294,271.230,323,0.064,0.004
2014-07-14T13:26:02.573Z,46682,3.0,0,0,28,269.579,3.537,273.166,316,0.100,0.011
2014-07-14T13:30:46.883Z,52296,3.3,0,0,22,256.424,0.828,257.284,355,0.030,0.002
2014-07-14T13:36:00.110Z,53884,3.4,0,0,28,269.134,1.029,270.183,334,0.029,0.003
2014-07-14T13:41:00.338Z,43739,2.8,0,0,25,269.888,1.245,271.199,321,0.056,0.003
2014-07-14T13:45:31.346Z,51427,3.3,0,0,20,240.980,0.926,241.977,326,0.028,0.002
2014-07-14T13:51:00.281Z,69568,4.4,0,0,26,269.639,1.218,270.878,388,0.063,0.003
2014-07-14T13:56:00.114Z,51664,3.3,0,0,43,269.664,1.089,270.802,330,0.064,0.003
2014-07-14T14:00:55.319Z,47902,3.0,0,0,24,264.999,1.160,266.176,362,0.205,0.003
2014-07-14T14:05:58.981Z,57708,3.7,0,0,24,268.449,1.147,269.627,343,0.067,0.003
2014-07-14T14:11:01.407Z,60665,3.9,0,0,29,270.007,1.357,271.393,356,0.031,0.003
2014-07-14T14:16:01.253Z,57664,3.7,0,0,31,269.534,1.239,270.817,311,0.071,0.003
2014-07-14T14:21:01.108Z,47774,3.0,0,0,27,269.724,1.077,270.824,353,0.030,0.003
2014-07-14T14:26:01.005Z,55028,3.5,0,0,25,269.853,0.979,270.867,321,0.068,0.003
2014-07-14T14:30:47.608Z,47238,3.0,0,0,25,256.744,0.788,257.573,333,0.044,0.002
2014-07-14T14:36:01.543Z,86819,5.5,0,0,21,269.383,1.462,270.892,352,0.204,0.004
2014-07-14T14:41:01.586Z,76993,4.9,0,0,45,269.489,1.498,271.013,415,0.037,0.003
2014-07-14T14:45:33.428Z,53525,3.4,0,0,31,241.833,0.960,242.811,351,0.045,0.002
2014-07-14T14:51:01.271Z,76616,4.9,0,0,26,269.553,1.214,270.785,350,0.049,0.003
2014-07-14T14:56:01.265Z,53747,3.4,0,0,32,269.742,1.198,270.964,310,0.046,0.003
2014-07-14T15:00:55.825Z,63843,4.1,0,0,25,263.888,1.624,265.533,340,0.193,0.004
2014-07-14T15:06:01.134Z,58711,3.7,0,0,30,269.169,1.069,270.272,340,0.064,0.003
2014-07-14T15:11:01.015Z,47595,3.0,0,0,31,269.822,1.009,270.852,383,0.105,0.002
2014-07-14T15:16:01.046Z,66005,4.2,0,0,22,270.013,0.964,271.002,325,0.162,0.002
2014-07-14T15:21:01.207Z,54638,3.5,0,0,27,269.951,1.163,271.132,399,0.156,0.002
2014-07-14T15:26:01.083Z,68267,4.3,0,0,25,269.622,1.203,270.847,381,0.089,0.003
2014-07-14T15:30:28.735Z,58436,3.7,0,0,35,237.310,1.283,238.621,378,0.297,0.003
2014-07-14T15:36:01.049Z,72837,4.6,0,0,33,269.186,1.036,270.254,373,0.023,0.002
2014-07-14T15:41:01.019Z,50925,3.2,0,0,53,269.933,1.011,270.964,409,0.032,0.002
2014-07-14T15:45:35.923Z,56467,3.6,0,0,24,244.916,0.931,245.876,388,0.050,0.002
2014-07-14T15:51:01.425Z,73411,4.7,0,0,27,269.038,1.391,270.446,429,0.095,0.003
2014-07-14T15:56:01.013Z,57941,3.7,0,0,36,269.584,0.952,270.558,328,0.069,0.002
2014-07-14T16:00:49.539Z,44579,2.8,0,0,27,258.345,1.129,259.496,333,0.055,0.003
2014-07-14T16:05:29.047Z,56180,3.6,0,0,21,237.318,1.105,238.468,423,0.126,0.002
2014-07-14T16:10:25.812Z,42341,2.7,0,0,41,234.326,1.366,235.715,357,0.084,0.003
2014-07-14T16:16:00.721Z,51738,3.3,0,0,23,269.179,0.638,269.842,336,0.114,0.001
2014-07-14T16:20:50.279Z,52531,3.3,0,0,28,258.129,1.365,259.528,398,0.066,0.003
2014-07-14T16:25:21.346Z,46621,3.0,0,0,38,229.897,1.105,231.027,358,0.044,0.003
2014-07-14T16:30:41.022Z,44029,2.8,0,0,26,249.561,1.026,250.606,349,0.028,0.002
2014-07-14T16:36:01.272Z,55245,3.5,0,0,27,269.977,1.174,271.201,317,0.072,0.003
2014-07-14T16:41:01.407Z,55594,3.5,0,0,25,269.768,1.309,271.104,372,0.095,0.003
2014-07-14T16:45:37.526Z,65542,4.2,0,0,26,246.064,0.982,247.090,388,0.050,0.002
2014-07-14T16:51:01.882Z,80900,5.1,0,0,29,269.482,1.802,271.303,376,0.080,0.004
2014-07-14T16:56:01.403Z,51738,3.3,0,0,45,269.130,1.332,270.491,391,0.082,0.003
2014-07-14T17:00:46.909Z,42209,2.7,0,0,24,255.741,0.715,256.475,318,0.040,0.002
2014-07-14T17:06:01.569Z,60707,3.9,0,0,21,268.948,1.498,270.617,369,0.041,0.004
2014-07-14T17:11:01.002Z,43607,2.8,0,0,42,269.385,0.999,270.430,374,0.053,0.002
2014-07-14T17:16:01.169Z,53392,3.4,0,0,23,269.982,1.135,271.137,333,0.050,0.003
2014-07-14T17:21:01.467Z,72498,4.6,0,0,23,269.855,1.389,271.268,344,0.063,0.004
2014-07-14T17:26:01.425Z,54482,3.5,0,0,39,269.572,1.325,270.928,344,0.043,0.003
2014-07-14T17:30:45.597Z,53487,3.4,0,0,25,254.237,0.801,255.145,398,0.061,0.002
2014-07-14T17:36:00.935Z,64453,4.1,0,0,25,269.319,0.919,270.295,380,0.044,0.002
2014-07-14T17:41:01.480Z,48890,3.1,0,0,31,269.127,1.389,270.539,375,0.061,0.003
2014-07-14T17:45:17.659Z,52266,3.3,0,0,23,225.959,1.152,227.151,378,0.159,0.003
2014-07-14T17:51:01.130Z,90123,5.7,0,0,28,269.237,1.138,270.399,365,0.034,0.003
2014-07-14T17:56:01.250Z,52346,3.3,0,0,41,269.868,1.187,271.091,327,0.061,0.003
2014-07-14T18:00:45.329Z,52052,3.3,0,0,25,253.496,1.519,255.048,362,0.041,0.004
2014-07-14T18:06:00.808Z,46138,2.9,0,0,29,269.601,0.826,270.455,338,0.042,0.002
2014-07-14T18:11:01.087Z,42718,2.7,0,0,24,269.203,1.015,270.248,369,0.028,0.002
2014-07-14T18:16:01.056Z,58189,3.7,0,0,20,269.875,1.038,270.940,369,0.048,0.002
2014-07-14T18:21:01.109Z,45973,2.9,0,0,36,269.989,1.010,271.022,347,0.059,0.002
2014-07-14T18:25:25.770Z,44214,2.8,0,0,20,234.642,0.964,235.631,336,0.068,0.002
2014-07-14T18:30:39.611Z,68738,4.4,0,0,23,247.203,1.549,248.776,367,0.113,0.004
2014-07-14T18:36:01.121Z,47423,3.0,0,0,33,269.053,1.340,270.458,347,0.082,0.003
2014-07-14T18:41:00.842Z,47325,3.0,0,0,22,269.811,0.839,270.690,357,0.037,0.002
2014-07-14T18:45:36.446Z,48053,3.1,0,0,30,244.627,0.875,245.574,350,0.031,0.002
2014-07-14T18:51:01.494Z,76012,4.8,0,0,25,269.494,1.469,270.993,417,0.116,0.003
2014-07-14T18:56:00.969Z,54029,3.4,0,0,38,269.460,0.952,270.445,377,0.035,0.002
2014-07-14T19:00:35.303Z,58621,3.7,0,0,48,243.038,1.227,244.302,365,0.123,0.003
2014-07-14T19:06:00.957Z,54144,3.4,0,0,26,269.650,0.932,270.601,377,0.041,0.002
2014-07-14T19:11:00.781Z,46230,2.9,0,0,31,269.008,0.711,269.794,344,0.055,0.002
2014-07-14T19:16:01.124Z,49558,3.2,0,0,22,269.250,1.026,270.312,332,0.076,0.003
2014-07-14T19:21:00.807Z,53522,3.4,0,0,22,269.864,0.753,270.653,356,0.049,0.002
2014-07-14T19:26:01.132Z,47081,3.0,0,0,36,269.200,1.059,270.294,334,0.034,0.003
2014-07-14T19:30:53.769Z,43671,2.8,0,0,22,262.679,0.896,263.607,315,0.057,0.002
2014-07-14T19:36:01.313Z,55437,3.5,0,0,21,269.257,1.231,270.510,416,0.036,0.002
2014-07-14T19:41:01.566Z,48646,3.1,0,0,26,269.625,1.555,271.222,335,0.060,0.004
2014-07-14T19:45:27.271Z,41874,2.7,0,0,21,235.674,0.982,236.676,360,0.120,0.002
2014-07-14T19:51:01.419Z,83798,5.3,0,0,24,269.654,1.410,271.087,375,0.236,0.003
2014-07-14T19:56:01.309Z,47579,3.0,0,0,50,269.628,1.211,270.860,346,0.030,0.003
2014-07-14T20:00:53.911Z,44008,2.8,0,0,22,262.471,1.068,263.572,363,0.030,0.002
2014-07-14T20:06:01.266Z,60638,3.9,0,0,22,269.118,1.165,270.316,397,0.066,0.002
2014-07-14T20:11:01.280Z,68597,4.4,0,0,36,269.689,1.274,270.984,374,0.072,0.003
2014-07-14T20:15:31.840Z,64942,4.1,0,0,33,240.201,1.315,241.537,342,0.115,0.003
2014-07-14T20:20:56.869Z,81100,5.2,0,0,33,264.045,1.880,265.968,378,0.116,0.004
2014-07-14T20:26:01.279Z,79605,5.1,0,0,41,269.131,1.241,270.396,389,0.084,0.003
2014-07-14T20:30:55.009Z,82380,5.2,0,0,37,263.383,1.294,264.700,325,0.185,0.003
2014-07-14T20:36:01.010Z,52970,3.4,0,0,27,269.936,0.999,270.965,343,0.075,0.002
2014-07-14T20:41:02.550Z,50251,3.2,0,0,26,269.934,2.544,272.511,332,0.129,0.007
2014-07-14T20:45:44.672Z,52850,3.4,0,0,24,253.426,0.642,254.093,371,0.047,0.001
2014-07-14T20:51:01.707Z,66649,4.2,0,0,28,269.303,1.651,270.987,343,0.175,0.004
2014-07-14T20:56:01.128Z,56193,3.6,0,0,31,269.296,1.064,270.391,341,0.186,0.003
2014-07-14T21:00:45.297Z,64329,4.1,0,0,29,253.187,1.931,255.139,421,0.174,0.004
2014-07-14T21:06:01.959Z,132274,8.4,0,0,49,269.616,1.975,271.619,354,0.168,0.005
2014-07-14T21:11:00.714Z,65995,4.2,0,0,43,268.736,0.958,269.725,367,0.039,0.002
2014-07-14T21:15:52.979Z,57306,3.6,0,0,33,261.408,0.795,262.235,362,0.088,0.002
2014-07-14T21:21:02.207Z,60693,3.9,0,0,30,270.006,1.165,271.192,366,0.195,0.003
2014-07-14T21:26:02.324Z,49815,3.2,0,0,34,269.636,1.424,271.088,318,0.283,0.004
2014-07-14T21:30:47.097Z,54658,3.5,0,0,29,254.440,1.296,255.761,344,0.373,0.003
2014-07-14T21:36:02.148Z,73123,4.6,0,0,52,269.860,1.104,271.008,382,0.142,0.002
2014-07-14T21:41:02.012Z,51704,3.3,0,0,41,269.836,0.972,270.834,355,0.045,0.002
2014-07-14T21:45:39.221Z,43462,2.8,0,0,24,247.046,1.104,248.181,360,0.040,0.003
2014-07-14T21:51:02.243Z,78948,5.0,0,0,22,269.770,1.178,270.971,401,0.161,0.002
2014-07-14T21:56:02.080Z,63002,4.0,0,0,39,269.724,1.045,270.807,376,0.053,0.002
2014-07-14T22:00:49.958Z,66305,4.2,0,0,39,255.882,2.937,258.847,330,0.097,0.008
2014-07-14T22:05:58.842Z,49467,3.1,0,0,29,266.232,0.579,266.842,376,0.045,0.001
2014-07-14T22:11:01.927Z,57540,3.7,0,0,30,269.172,0.847,270.052,322,0.043,0.002
2014-07-14T22:16:02.030Z,50078,3.2,0,0,25,268.496,1.003,270.074,415,0.053,0.002
2014-07-14T22:21:01.976Z,58786,3.7,0,0,26,269.977,0.911,270.916,375,0.055,0.002
2014-07-14T22:25:54.174Z,66239,4.2,0,0,31,260.799,1.351,262.171,367,0.091,0.003
2014-07-14T22:31:02.872Z,65639,4.2,0,0,26,269.812,0.805,270.661,333,0.090,0.002
2014-07-14T22:36:03.015Z,50467,3.2,0,0,31,269.124,0.961,270.112,354,0.042,0.002
2014-07-14T22:41:02.957Z,50767,3.2,0,0,26,270.002,0.888,270.914,324,0.044,0.002
2014-07-14T22:45:49.999Z,37278,2.4,0,0,23,256.006,0.987,257.012,336,0.056,0.002
2014-07-14T22:51:04.320Z,72105,4.6,0,0,20,270.016,1.242,271.280,336,0.074,0.003
2014-07-14T22:56:04.368Z,48211,3.1,0,0,39,269.714,1.280,271.020,378,0.068,0.003
2014-07-14T23:00:46.141Z,62075,3.9,0,0,22,251.521,1.205,252.743,309,0.113,0.003
2014-07-14T23:06:04.152Z,37248,2.4,0,0,26,269.847,1.080,270.962,364,0.053,0.002
2014-07-14T23:11:04.439Z,55812,3.5,0,0,19,269.807,1.426,271.256,334,0.087,0.004
2014-07-14T23:16:04.114Z,65722,4.2,0,0,24,269.507,1.109,270.645,376,0.080,0.002
2014-07-14T23:21:04.156Z,56609,3.6,0,0,31,269.853,1.130,271.013,314,0.070,0.003
2014-07-14T23:25:48.946Z,37992,2.4,0,0,26,254.938,0.802,255.759,330,0.045,0.002
2014-07-14T23:31:04.281Z,58610,3.7,0,0,19,269.076,1.200,270.307,357,0.056,0.003
2014-07-14T23:36:04.215Z,61689,3.9,0,0,31,269.763,1.124,270.904,332,0.058,0.003
2014-07-14T23:41:03.972Z,55705,3.5,0,0,22,269.760,0.942,270.729,325,0.041,0.002
2014-07-14T23:45:55.481Z,45437,2.9,0,0,27,260.294,1.164,261.478,376,0.031,0.003
2014-07-14T23:51:05.044Z,70350,4.5,0,0,25,269.501,0.994,270.524,354,0.049,0.002
2014-07-14T23:56:04.869Z,37062,2.4,0,0,38,269.936,0.827,270.798,317,0.033,0.002
2014-07-15T00:00:42.074Z,44971,2.9,0,0,17,244.521,2.630,247.175,311,0.063,0.008
2014-07-15T00:06:05.510Z,67922,4.3,0,0,24,269.910,1.457,271.386,362,0.140,0.004
2014-07-15T00:11:05.002Z,50285,3.2,0,0,31,269.483,0.946,270.462,308,0.117,0.003
2014-07-15T00:16:05.910Z,37026,2.4,0,0,25,270.028,0.840,270.887,302,0.055,0.002
2014-07-15T00:21:05.938Z,47334,3.0,0,0,18,269.070,0.910,269.998,302,0.081,0.003
2014-07-15T00:26:06.099Z,35222,2.2,0,0,22,269.029,1.075,270.132,306,0.076,0.003
2014-07-15T00:31:04.841Z,55537,3.5,0,0,18,268.740,0.953,269.711,345,0.044,0.002
2014-07-15T00:36:05.896Z,35808,2.3,0,0,29,269.124,0.870,270.024,294,0.105,0.002
2014-07-15T00:41:06.173Z,49373,3.1,0,0,19,269.084,1.137,270.246,387,0.076,0.002
2014-07-15T00:45:53.510Z,40491,2.6,0,0,23,257.235,1.049,258.307,354,0.036,0.002
2014-07-15T00:50:53.035Z,69907,4.4,0,0,24,255.286,2.143,257.481,347,0.043,0.006
2014-07-15T00:55:55.433Z,97093,6.2,0,0,36,259.298,0.997,260.358,316,0.053,0.003
2014-07-15T01:00:37.441Z,44254,2.8,0,0,27,241.584,0.319,241.970,329,0.020,0.000
2014-07-15T01:06:05.613Z,46006,2.9,0,0,22,269.546,0.492,270.113,371,0.032,0.001
2014-07-15T01:11:07.943Z,55814,3.5,0,0,31,269.351,2.816,272.300,332,0.057,0.008
2014-07-15T01:16:05.478Z,43886,2.8,0,0,23,268.460,0.374,269.505,348,0.057,0.001
2014-07-15T01:21:06.129Z,66149,4.2,0,0,20,269.522,1.067,270.619,376,0.161,0.002
2014-07-15T01:26:06.415Z,66813,4.2,0,0,33,269.873,1.329,271.256,328,0.145,0.004
2014-07-15T01:30:57.088Z,78612,5.0,0,0,22,256.206,5.402,261.642,313,0.175,0.017
2014-07-15T01:36:07.023Z,46045,2.9,0,0,23,269.922,1.934,271.896,353,0.052,0.005
2014-07-15T01:41:06.410Z,56196,3.6,0,0,25,269.928,1.390,271.358,325,0.090,0.004
2014-07-15T01:45:42.647Z,31154,2.0,0,0,21,246.391,0.791,247.206,332,0.027,0.002
2014-07-15T01:51:06.123Z,65511,4.2,0,0,16,269.298,1.104,270.421,335,0.122,0.003
2014-07-15T01:56:06.178Z,34131,2.2,0,2,29,269.917,1.083,271.027,313,0.033,0.003
2014-07-15T02:01:00.595Z,42372,2.7,0,0,15,264.443,0.922,265.387,355,0.030,0.002
2014-07-15T02:06:06.627Z,41407,2.6,0,0,20,269.376,1.600,270.996,352,0.040,0.004
2014-07-15T02:11:06.072Z,41594,2.6,0,0,31,269.363,1.019,270.414,309,0.035,0.003
2014-07-15T02:16:05.853Z,32305,2.1,0,0,21,269.902,0.843,270.772,299,0.026,0.002
2014-07-15T02:21:01.908Z,40985,2.6,0,0,16,265.050,0.938,266.024,305,0.035,0.003
2014-07-15T02:26:05.938Z,33366,2.1,0,0,19,269.043,0.928,269.994,286,0.063,0.003
2014-07-15T02:31:06.176Z,43478,2.8,0,0,17,269.027,1.149,270.209,308,0.317,0.003
2014-07-15T02:36:06.059Z,55625,3.5,0,0,20,269.754,1.071,270.855,344,0.130,0.003
2014-07-15T02:41:06.146Z,66166,4.2,0,0,25,269.917,1.099,271.057,314,0.108,0.003
2014-07-15T02:45:41.348Z,44828,2.9,0,0,25,245.131,1.002,246.173,338,0.121,0.002
2014-07-15T02:51:06.601Z,111664,7.1,0,0,23,269.553,1.624,271.197,377,0.178,0.004
2014-07-15T02:56:05.912Z,52750,3.4,0,0,56,269.321,0.937,270.280,306,0.052,0.003
2014-07-15T03:01:04.063Z,55629,3.5,0,0,27,267.038,1.061,268.124,304,0.163,0.003
2014-07-15T03:06:05.247Z,41265,2.6,0,0,24,269.260,0.873,270.152,288,0.064,0.003
2014-07-15T03:11:05.945Z,54358,3.5,0,0,22,269.641,1.005,270.669,317,0.053,0.003
2014-07-15T03:16:06.607Z,43986,2.8,0,0,25,268.997,1.612,270.631,313,0.234,0.005
2014-07-15T03:21:06.413Z,59821,3.8,0,0,24,269.167,1.553,270.775,379,0.369,0.004
2014-07-15T03:26:06.260Z,55598,3.5,0,0,39,269.426,1.372,270.817,292,0.238,0.004
2014-07-15T03:31:05.488Z,49367,3.1,0,0,36,268.896,1.271,270.198,313,0.187,0.004
2014-07-15T03:36:05.843Z,36449,2.3,0,0,46,269.517,0.747,270.324,306,0.055,0.002
2014-07-15T03:41:06.071Z,47091,3.0,0,0,19,269.186,0.986,270.200,329,0.066,0.002
2014-07-15T03:45:56.133Z,40058,2.5,0,0,20,259.940,1.055,261.032,318,0.061,0.003
2014-07-15T03:51:06.349Z,83019,5.3,0,0,20,269.884,1.274,271.177,354,0.054,0.003
2014-07-15T03:56:05.790Z,38709,2.5,0,0,46,269.629,0.761,270.411,305,0.069,0.002
2014-07-15T04:01:03.793Z,42708,2.7,0,0,18,266.965,0.980,267.972,302,0.133,0.003
2014-07-15T04:06:05.833Z,39666,2.5,0,0,19,269.132,0.818,270.007,312,0.054,0.002
2014-07-15T04:11:06.308Z,48159,3.1,0,0,21,269.185,1.239,270.444,303,0.197,0.004
2014-07-15T04:16:05.830Z,53350,3.4,0,0,21,269.712,0.763,270.494,305,0.048,0.002
2014-07-15T04:21:05.570Z,41830,2.7,0,0,22,269.137,0.549,269.709,282,0.040,0.001
2014-07-15T04:26:05.766Z,41544,2.6,0,0,19,269.437,0.708,270.164,303,0.030,0.002
2014-07-15T04:31:05.608Z,49322,3.1,0,0,18,268.716,1.070,269.811,339,0.066,0.003
2014-07-15T04:36:06.099Z,36949,2.3,0,0,26,269.419,1.001,270.460,355,0.072,0.002
2014-07-15T04:41:06.011Z,43384,2.8,0,0,17,269.863,0.990,270.884,303,0.045,0.003
2014-07-15T04:45:43.987Z,37500,2.4,0,0,20,248.277,0.646,248.946,321,0.031,0.002
2014-07-15T04:51:07.460Z,72677,4.6,0,0,19,270.033,1.365,271.421,324,0.041,0.004
2014-07-15T04:56:07.409Z,43868,2.8,0,0,37,269.479,1.408,270.922,335,0.075,0.004
2014-07-15T05:01:06.645Z,42393,2.7,0,0,26,269.156,1.032,270.210,308,0.039,0.003
2014-07-15T05:06:07.122Z,36095,2.3,0,0,19,269.317,1.105,270.447,294,0.087,0.003
2014-07-15T05:11:07.074Z,41921,2.7,0,0,19,269.872,1.028,270.921,296,0.152,0.003
2014-07-15T05:16:07.298Z,48232,3.1,0,0,20,269.885,1.288,271.194,339,0.051,0.003
2014-07-15T05:21:07.162Z,44177,2.8,0,0,23,269.665,1.141,270.834,338,0.059,0.003
2014-07-15T05:26:06.931Z,39565,2.5,0,0,19,269.831,0.914,270.767,302,0.032,0.003
2014-07-15T05:31:06.942Z,42825,2.7,0,0,18,269.056,0.903,269.979,284,0.042,0.003
2014-07-15T05:36:06.787Z,41009,2.6,0,0,20,269.030,0.764,269.815,295,0.077,0.002
2014-07-15T05:41:07.171Z,52428,3.3,0,0,21,269.206,1.131,270.356,307,0.067,0.003
2014-07-15T05:45:48.584Z,49173,3.1,0,0,23,251.758,0.606,252.384,352,0.029,0.001
2014-07-15T05:51:06.961Z,62797,4.0,0,0,24,269.348,0.947,270.328,327,0.042,0.002
2014-07-15T05:56:06.915Z,40114,2.6,0,0,30,269.031,0.872,269.922,311,0.037,0.002
2014-07-15T06:01:06.876Z,37576,2.4,0,0,19,269.126,0.777,269.932,280,0.032,0.002
2014-07-15T06:06:04.146Z,37532,2.4,0,0,17,266.412,0.797,267.239,321,0.050,0.002
2014-07-15T06:11:06.954Z,39827,2.5,0,0,22,269.848,0.889,270.778,296,0.054,0.003
2014-07-15T06:16:06.923Z,45740,2.9,0,0,18,268.992,0.919,269.940,310,0.029,0.002
2014-07-15T06:21:07.003Z,46370,2.9,0,0,22,269.090,0.944,270.051,324,0.031,0.002
2014-07-15T06:26:06.870Z,45535,2.9,0,0,28,269.963,0.853,270.839,303,0.054,0.002
2014-07-15T06:31:06.767Z,33640,2.1,0,0,20,269.110,0.726,269.868,287,0.026,0.002
2014-07-15T06:36:06.954Z,45213,2.9,0,0,16,269.263,0.866,270.159,310,0.059,0.002
2014-07-15T06:41:07.082Z,36286,2.3,0,0,22,269.014,1.063,270.097,308,0.109,0.003
2014-07-15T06:45:27.280Z,55250,3.5,0,0,17,227.143,3.968,231.168,320,0.134,0.012
2014-07-15T06:51:07.111Z,61973,3.9,0,0,25,269.686,1.056,270.760,353,0.073,0.002
2014-07-15T06:56:06.812Z,42504,2.7,0,0,37,269.847,0.800,270.670,301,0.047,0.002
2014-07-15T07:01:00.483Z,37337,2.4,0,0,20,262.922,0.700,263.644,351,0.031,0.001
2014-07-15T07:06:06.806Z,39089,2.5,0,0,17,269.430,0.823,270.285,312,0.081,0.002
2014-07-15T07:11:06.833Z,36999,2.4,0,0,22,269.228,0.748,269.998,290,0.036,0.002
2014-07-15T07:16:06.828Z,49120,3.1,0,0,18,269.180,0.764,269.964,364,0.052,0.002
2014-07-15T07:21:06.821Z,33918,2.2,0,0,22,269.214,0.728,269.963,298,0.023,0.002
2014-07-15T07:26:06.940Z,58503,3.7,0,0,17,269.139,0.928,270.089,343,0.060,0.002
2014-07-15T07:31:06.635Z,36750,2.3,0,0,26,269.031,0.614,269.664,306,0.051,0.002
2014-07-15T07:36:06.690Z,50071,3.2,0,0,17,269.395,0.608,270.024,323,0.057,0.001
2014-07-15T07:41:06.684Z,35370,2.2,0,0,22,269.331,0.605,269.965,352,0.038,0.001
2014-07-15T07:45:26.805Z,47311,3.0,0,0,17,228.897,1.169,230.089,320,0.269,0.003
2014-07-15T07:51:07.171Z,77673,4.9,0,0,24,269.051,1.223,270.294,342,0.068,0.003
2014-07-15T07:56:07.419Z,70399,4.5,0,0,32,269.831,1.362,271.218,356,0.081,0.003
2014-07-15T08:01:07.268Z,56122,3.6,0,0,28,269.630,1.168,270.819,303,0.154,0.003
2014-07-15T08:05:25.355Z,44227,2.8,0,0,18,228.268,0.767,229.056,312,0.083,0.002
2014-07-15T08:11:07.322Z,41170,2.6,0,0,24,269.653,1.225,270.898,353,0.077,0.003
2014-07-15T08:16:07.100Z,46624,3.0,0,0,18,269.683,1.039,270.748,315,0.067,0.003
2014-07-15T08:21:02.229Z,41648,2.6,0,0,24,264.955,1.115,266.099,292,0.058,0.003
2014-07-15T08:26:07.169Z,43909,2.8,0,0,18,269.761,1.124,270.906,298,0.063,0.003
2014-07-15T08:31:06.984Z,34367,2.2,0,0,22,269.809,0.944,270.784,306,0.044,0.003
2014-07-15T08:36:08.024Z,64333,4.1,0,0,17,269.984,0.991,271.009,350,0.061,0.002
2014-07-15T08:41:08.477Z,62044,3.9,0,0,30,269.953,1.448,271.423,358,0.122,0.004
2014-07-15T08:45:10.461Z,42046,2.7,0,0,21,211.928,0.992,212.954,346,0.088,0.002
2014-07-15T08:51:08.314Z,67323,4.3,0,0,24,269.476,1.257,270.764,329,0.100,0.003
2014-07-15T08:56:08.129Z,59886,3.8,0,0,36,269.643,1.119,270.785,325,0.129,0.003
2014-07-15T09:01:08.235Z,41375,2.6,0,0,26,269.866,1.176,271.075,307,0.083,0.003
2014-07-15T09:05:00.313Z,55628,3.5,0,0,20,201.852,0.994,203.049,365,0.068,0.002
2014-07-15T09:11:08.109Z,50049,3.2,0,0,33,269.611,1.072,270.701,357,0.129,0.003
2014-07-15T09:16:08.316Z,56484,3.6,0,0,26,269.934,1.246,271.200,314,0.279,0.003
2014-07-15T09:21:07.938Z,52321,3.3,0,0,25,269.515,1.056,270.591,295,0.056,0.003
2014-07-15T09:26:07.985Z,69198,4.4,0,0,34,268.925,1.067,270.015,315,0.233,0.003
2014-07-15T09:31:09.353Z,55904,3.6,0,0,46,270.049,1.139,271.336,364,0.103,0.003
2014-07-15T09:36:07.416Z,48303,3.1,0,0,40,268.187,0.815,269.037,319,0.045,0.002
2014-07-15T09:41:09.022Z,43679,2.8,0,0,22,269.567,0.989,270.574,312,0.045,0.003
2014-07-15T09:45:24.518Z,42660,2.7,0,0,20,225.390,1.025,226.466,325,0.050,0.003
2014-07-15T09:51:09.226Z,75037,4.8,0,0,24,269.439,1.173,270.634,373,0.066,0.003
2014-07-15T09:56:09.020Z,51287,3.3,0,0,34,269.810,0.933,270.764,313,0.068,0.002
2014-07-15T10:01:09.150Z,38178,2.4,0,0,24,269.931,1.147,271.100,294,0.052,0.003
2014-07-15T10:04:52.390Z,48426,3.1,0,0,18,192.927,1.260,194.211,324,0.057,0.003
2014-07-15T10:11:09.036Z,48527,3.1,0,0,25,269.515,1.008,270.545,372,0.045,0.002
2014-07-15T10:16:08.834Z,52680,3.3,0,0,25,269.918,0.827,270.768,348,0.079,0.002
2014-07-15T10:21:08.912Z,43086,2.7,0,0,23,269.163,0.863,270.049,301,0.045,0.002
2014-07-15T10:26:08.794Z,53588,3.4,0,0,21,269.030,0.790,269.855,306,0.085,0.002
2014-07-15T10:31:08.846Z,40390,2.6,0,0,23,269.248,0.756,270.023,354,0.037,0.002
2014-07-15T10:36:04.443Z,50576,3.2,0,0,20,264.840,0.701,265.567,339,0.063,0.002
2014-07-15T10:41:08.965Z,46117,2.9,0,0,21,269.589,0.897,270.511,346,0.055,0.002
2014-07-15T10:45:46.294Z,42221,2.7,0,0,30,246.311,0.976,247.312,312,0.062,0.003
2014-07-15T10:51:09.009Z,62148,4.0,0,0,22,269.645,0.994,270.666,318,0.078,0.003
2014-07-15T10:56:08.640Z,62509,4.0,0,0,32,269.949,0.631,270.600,297,0.070,0.002
2014-07-15T11:01:08.955Z,41660,2.6,0,0,24,269.351,0.913,270.284,284,0.091,0.003
2014-07-15T11:04:58.667Z,35548,2.3,0,0,20,198.777,0.873,199.684,325,0.032,0.002
2014-07-15T11:11:09.053Z,54739,3.5,0,0,21,269.231,1.032,270.285,336,0.061,0.003
2014-07-15T11:16:08.950Z,51551,3.3,0,0,28,269.909,0.928,270.866,326,0.126,0.002
2014-07-15T11:21:08.996Z,43783,2.8,0,0,23,269.067,0.924,270.015,307,0.028,0.003
